Reason_1,Reason_2,Reason_3,Reason_4,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Month Value,Day of the Week,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,2017-07-18,118,10,37,230.29,7,1,28,0,0,0,8
0,1,0,0,2017-07-24,300,26,43,230.29,7,0,25,0,2,1,8
0,0,0,1,2017-07-24,235,29,48,230.29,7,0,33,0,1,5,1
0,0,0,1,2017-07-25,246,25,41,230.29,7,1,23,0,0,0,2
1,0,0,0,2017-07-25,225,26,28,230.29,7,1,24,0,1,2,112
0,0,0,1,2017-07-25,179,51,38,230.29,7,1,31,0,0,0,1
0,0,0,1,2017-07-28,118,13,50,230.29,7,4,31,0,1,0,1
0,0,1,0,2017-07-28,361,52,28,230.29,7,4,27,0,1,4,8
0,0,1,0,2017-07-24,289,36,33,230.29,7,0,30,0,2,1,8
0,0,0,1,2017-07-24,235,20,43,230.29,7,0,38,0,1,0,8
0,0,0,1,2017-07-25,246,25,41,230.29,7,1,23,0,0,0,2
0,0,0,1,2017-07-27,291,31,40,230.29,7,3,25,0,1,1,1
0,0,0,1,2017-07-27,279,5,39,230.29,7,3,24,0,2,0,2
0,0,0,1,2017-08-03,179,51,38,249.797,8,3,31,0,0,0,4
0,0,0,1,2017-08-07,179,22,40,249.797,8,0,22,1,2,0,1
0,0,0,1,2017-08-08,246,25,41,249.797,8,1,23,0,0,0,4
0,0,0,1,2017-08-08,118,10,37,249.797,8,1,28,0,0,0,4
0,0,0,1,2017-08-08,289,36,33,249.797,8,1,30,0,2,1,8
0,0,0,1,2017-08-08,235,20,43,249.797,8,1,38,0,1,0,8
0,0,0,1,2017-08-10,291,31,40,249.797,8,3,25,0,1,1,4
0,0,0,1,2017-08-14,179,51,38,249.797,8,0,31,0,0,0,4
0,0,0,1,2017-08-15,179,22,40,249.797,8,1,22,1,2,0,8
0,0,0,1,2017-08-17,330,16,28,249.797,8,3,25,1,0,0,16
0,0,0,1,2017-08-22,235,11,37,249.797,8,1,29,1,1,1,4
0,0,0,1,2017-08-22,246,25,41,249.797,8,1,23,0,0,0,1
0,0,0,1,2017-08-22,118,10,37,249.797,8,1,28,0,0,0,5
0,0,0,1,2017-08-24,291,31,40,249.797,8,3,25,0,1,1,2
0,0,0,1,2017-08-28,260,50,36,249.797,8,0,23,0,4,0,3
0,0,0,1,2017-09-05,246,25,41,261.756,9,1,23,0,0,0,1
0,0,0,1,2017-09-05,246,25,41,261.756,9,1,23,0,0,0,1
0,0,0,1,2017-09-05,118,10,37,261.756,9,1,28,0,0,0,3
0,0,0,1,2017-09-05,155,12,34,261.756,9,1,25,0,2,0,2
0,0,0,1,2017-09-07,291,31,40,261.756,9,3,25,0,1,1,2
0,0,0,1,2017-09-08,179,26,30,261.756,9,4,19,1,0,0,8
0,0,0,1,2017-09-08,248,25,47,261.756,9,4,32,0,2,1,1
0,0,0,1,2017-09-11,179,51,38,261.756,9,0,31,0,0,0,4
0,0,0,1,2017-09-13,225,26,28,261.756,9,2,24,0,1,2,1
0,0,0,1,2017-09-18,179,26,30,261.756,9,0,19,1,0,0,2
0,0,0,1,2017-09-19,369,17,31,261.756,9,1,25,0,3,0,8
0,0,1,0,2017-09-26,361,52,28,261.756,9,1,27,0,1,4,8
1,0,0,0,2017-10-05,289,48,49,284.853,10,3,36,0,0,2,1
1,0,0,0,2017-10-05,235,16,32,284.853,10,3,25,1,0,0,3
0,0,0,1,2017-10-06,246,25,41,284.853,10,4,23,0,0,0,8
1,0,0,0,2017-10-11,289,48,49,284.853,10,2,36,0,0,2,3
0,0,0,1,2017-10-11,291,31,40,284.853,10,2,25,0,1,1,2
0,0,0,1,2017-10-17,118,10,37,284.853,10,1,28,0,0,0,2
0,0,0,1,2017-10-19,289,48,49,284.853,10,3,36,0,0,2,2
0,0,0,1,2017-10-20,291,31,40,284.853,10,4,25,0,1,1,1
0,0,0,1,2017-10-24,225,26,28,284.853,10,1,24,0,1,2,2
0,0,0,1,2017-10-24,369,17,31,284.853,10,1,25,0,3,0,8
0,0,0,1,2017-10-24,369,17,31,284.853,10,1,25,0,3,0,3
0,0,0,1,2017-10-24,225,26,28,284.853,10,1,24,0,1,2,4
0,0,0,1,2017-10-24,369,17,31,284.853,10,1,25,0,3,0,8
0,0,0,1,2017-10-25,179,51,38,284.853,10,2,31,0,0,0,3
1,0,0,0,2017-10-25,228,14,58,284.853,10,2,22,0,2,1,1
0,0,0,1,2017-10-25,291,31,40,284.853,10,2,25,0,1,1,1
1,0,0,0,2017-10-26,369,17,31,284.853,10,3,25,0,3,0,8
1,0,0,0,2017-10-26,225,26,28,284.853,10,3,24,0,1,2,1
1,0,0,0,2017-10-27,369,17,31,284.853,10,4,25,0,3,0,8
1,0,0,0,2017-10-27,225,26,28,284.853,10,4,24,0,1,2,3
0,0,0,1,2017-10-29,189,29,33,284.853,10,6,25,0,2,2,8
1,0,0,0,2017-10-29,235,16,32,284.853,10,6,25,1,0,0,8
1,0,0,0,2017-10-29,248,25,47,284.853,10,6,32,0,2,1,8
0,0,0,0,2017-10-29,225,26,28,284.853,10,6,24,0,1,2,0
1,0,0,0,2017-10-31,225,26,28,284.853,10,1,24,0,1,2,3
0,0,1,0,2017-11-07,179,51,38,268.519,11,1,31,0,0,0,1
0,0,0,1,2017-11-08,118,10,37,268.519,11,2,28,0,0,0,3
1,0,0,0,2017-11-08,330,16,28,268.519,11,2,25,1,0,0,24
0,0,0,1,2017-11-10,179,51,38,268.519,11,4,31,0,0,0,1
1,0,0,0,2017-11-14,118,10,37,268.519,11,1,28,0,0,0,8
0,0,0,1,2017-11-15,289,36,33,268.519,11,2,30,0,2,1,8
1,0,0,0,2017-11-17,235,16,32,268.519,11,4,25,1,0,0,8
0,0,0,1,2017-11-17,225,26,28,268.519,11,4,24,0,1,2,4
0,0,1,0,2017-11-21,361,52,28,268.519,11,1,27,0,1,4,8
0,0,0,1,2017-11-22,291,31,40,268.519,11,2,25,0,1,1,2
1,0,0,0,2017-11-23,118,10,37,268.519,11,3,28,0,0,0,2
1,0,0,0,2017-11-23,225,26,28,268.519,11,3,24,0,1,2,3
0,0,0,1,2017-11-27,179,51,38,268.519,11,0,31,0,0,0,1
0,0,0,1,2017-11-27,118,10,37,268.519,11,0,28,0,0,0,8
1,0,0,0,2017-11-28,118,10,37,268.519,11,1,28,0,0,0,8
0,0,0,1,2017-11-28,225,26,28,268.519,11,1,24,0,1,2,2
0,0,0,0,2017-11-28,291,31,40,268.519,11,1,25,0,1,1,0
0,0,0,0,2017-11-29,289,36,33,268.519,11,2,30,0,2,1,0
1,0,0,0,2017-11-30,248,25,47,268.519,11,3,32,0,2,1,4
0,0,0,0,2017-11-30,235,20,43,268.519,11,3,38,0,1,0,0
0,0,0,1,2017-11-24,225,26,28,268.519,11,4,24,0,1,2,2
0,0,0,1,2017-11-24,369,17,31,268.519,11,4,25,0,3,0,8
0,0,0,1,2017-11-27,361,52,28,268.519,11,0,27,0,1,4,2
1,0,0,0,2017-12-05,179,51,38,280.54900000000004,12,1,31,0,0,0,32
0,0,0,1,2017-12-06,291,31,40,280.54900000000004,12,2,25,0,1,1,1
0,0,0,1,2017-12-06,225,26,28,280.54900000000004,12,2,24,0,1,2,3
1,0,0,0,2017-12-08,179,26,30,280.54900000000004,12,4,19,1,0,0,1
0,0,0,1,2017-12-08,225,26,28,280.54900000000004,12,4,24,0,1,2,3
0,0,0,1,2017-12-13,225,26,28,280.54900000000004,12,2,24,0,1,2,3
1,0,0,0,2017-12-14,361,52,28,280.54900000000004,12,3,27,0,1,4,4
0,0,1,0,2017-12-15,179,22,40,280.54900000000004,12,4,22,1,2,0,2
0,0,0,1,2017-12-15,235,20,43,280.54900000000004,12,4,38,0,1,0,8
0,0,1,0,2017-12-18,233,51,31,280.54900000000004,12,0,21,1,1,8,8
1,0,0,0,2017-12-19,179,26,30,280.54900000000004,12,1,19,1,0,0,16
0,0,0,1,2017-12-19,225,26,28,280.54900000000004,12,1,24,0,1,2,2
0,0,0,1,2017-12-21,225,26,28,280.54900000000004,12,3,24,0,1,2,3
0,0,0,1,2017-12-18,225,26,28,280.54900000000004,12,0,24,0,1,2,2
0,0,1,0,2017-12-19,155,12,34,280.54900000000004,12,1,25,0,2,0,80
1,0,0,0,2018-01-01,179,26,30,313.532,1,0,19,1,0,0,24
1,0,0,0,2018-01-04,179,26,30,313.532,1,3,19,1,0,0,16
0,0,0,1,2018-01-04,179,22,40,313.532,1,3,22,1,2,0,2
0,0,0,1,2018-01-05,179,22,40,313.532,1,4,22,1,2,0,2
1,0,0,0,2018-01-08,179,26,30,313.532,1,0,19,1,0,0,3
0,0,0,1,2018-01-10,179,22,40,313.532,1,2,22,1,2,0,2
1,0,0,0,2018-01-11,289,48,49,313.532,1,3,36,0,0,2,8
0,0,1,0,2018-01-12,179,22,40,313.532,1,4,22,1,2,0,3
0,0,0,1,2018-01-15,179,26,30,313.532,1,0,19,1,0,0,2
0,0,1,0,2018-01-16,155,12,34,313.532,1,1,25,0,2,0,8
0,0,0,1,2018-01-17,179,26,30,313.532,1,2,19,1,0,0,2
0,0,0,1,2018-01-17,179,51,38,313.532,1,2,31,0,0,0,3
1,0,0,0,2018-01-17,289,36,33,313.532,1,2,30,0,2,1,8
0,0,0,1,2018-01-18,179,51,38,313.532,1,3,31,0,0,0,3
0,0,0,1,2018-01-26,179,51,38,313.532,1,4,31,0,0,0,2
1,0,0,0,2018-02-06,179,51,38,264.249,2,1,31,0,0,0,8
0,0,0,1,2018-02-06,225,26,28,264.249,2,1,24,0,1,2,3
1,0,0,0,2018-02-07,248,25,47,264.249,2,2,32,0,2,1,8
0,0,0,1,2018-02-07,179,51,38,264.249,2,2,31,0,0,0,2
0,0,0,1,2018-02-08,225,26,28,264.249,2,3,24,0,1,2,3
0,0,0,1,2018-02-08,179,51,38,264.249,2,3,31,0,0,0,2
0,0,0,1,2018-02-08,179,26,30,264.249,2,3,19,1,0,0,2
0,0,0,1,2018-02-09,225,15,41,264.249,2,4,28,1,2,2,2
0,0,0,1,2018-02-09,179,51,38,264.249,2,4,31,0,0,0,2
0,0,1,0,2018-02-12,233,51,31,264.249,2,0,21,1,1,8,2
0,0,0,1,2018-02-12,179,51,38,264.249,2,0,31,0,0,0,2
1,0,0,0,2018-02-13,225,26,28,264.249,2,1,24,0,1,2,8
0,0,0,1,2018-02-14,179,51,38,264.249,2,2,31,0,0,0,3
0,0,0,1,2018-02-15,179,51,38,264.249,2,3,31,0,0,0,3
0,0,0,1,2018-02-15,225,26,28,264.249,2,3,24,0,1,2,3
1,0,0,0,2018-02-15,179,26,30,264.249,2,3,19,1,0,0,2
0,0,0,1,2018-02-16,179,22,40,264.249,2,4,22,1,2,0,2
0,0,0,1,2018-02-16,179,51,38,264.249,2,4,31,0,0,0,3
1,0,0,0,2018-02-21,233,51,31,264.249,2,2,21,1,1,8,3
0,0,0,1,2018-02-21,179,26,30,264.249,2,2,19,1,0,0,2
0,0,0,1,2018-02-21,179,51,38,264.249,2,2,31,0,0,0,2
1,0,0,0,2018-02-22,179,51,38,264.249,2,3,31,0,0,0,8
0,0,0,1,2018-02-23,179,51,38,264.249,2,4,31,0,0,0,2
0,0,0,1,2018-02-26,155,12,34,264.249,2,0,25,0,2,0,5
0,0,0,1,2018-02-26,235,16,32,264.249,2,0,25,1,0,0,3
0,0,0,1,2018-02-26,179,51,38,264.249,2,0,31,0,0,0,2
1,0,0,0,2018-02-26,225,26,28,264.249,2,0,24,0,1,2,2
0,0,0,1,2018-02-27,179,51,38,264.249,2,1,31,0,0,0,2
0,0,0,1,2018-02-27,248,25,47,264.249,2,1,32,0,2,1,2
0,0,0,1,2018-02-27,225,26,28,264.249,2,1,24,0,1,2,2
0,0,0,1,2018-02-28,179,51,38,264.249,2,2,31,0,0,0,2
0,0,0,1,2018-02-22,179,51,38,264.249,2,3,31,0,0,0,2
0,0,0,1,2018-02-23,235,16,32,264.249,2,4,25,1,0,0,2
0,0,0,1,2018-03-05,179,51,38,222.196,3,0,31,0,0,0,2
0,0,0,1,2018-03-05,248,25,47,222.196,3,0,32,0,2,1,2
0,0,0,1,2018-03-06,228,14,58,222.196,3,1,22,0,2,1,3
0,0,0,1,2018-03-06,248,25,47,222.196,3,1,32,0,2,1,3
1,0,0,0,2018-03-06,228,14,58,222.196,3,1,22,0,2,1,112
0,0,0,1,2018-03-07,179,51,38,222.196,3,2,31,0,0,0,2
0,0,0,1,2018-03-08,225,26,28,222.196,3,3,24,0,1,2,2
0,0,0,1,2018-03-08,179,51,38,222.196,3,3,31,0,0,0,3
0,0,0,1,2018-03-08,225,26,28,222.196,3,3,24,0,1,2,2
0,0,0,1,2018-03-09,179,26,30,222.196,3,4,19,1,0,0,3
0,0,0,1,2018-03-12,235,16,32,222.196,3,0,25,1,0,0,3
0,0,1,0,2018-03-12,361,52,28,222.196,3,0,27,0,1,4,8
1,0,0,0,2018-03-13,179,51,38,222.196,3,1,31,0,0,0,8
0,0,0,1,2018-03-14,179,51,38,222.196,3,2,31,0,0,0,2
0,0,0,1,2018-03-15,179,51,38,222.196,3,3,31,0,0,0,3
0,0,0,1,2018-03-16,179,26,30,222.196,3,4,19,1,0,0,2
1,0,0,0,2018-03-19,179,51,38,222.196,3,0,31,0,0,0,4
1,0,0,0,2018-03-19,248,25,47,222.196,3,0,32,0,2,1,2
0,0,0,1,2018-03-19,179,51,38,222.196,3,0,31,0,0,0,3
1,0,0,0,2018-03-19,225,26,28,222.196,3,0,24,0,1,2,8
0,0,0,1,2018-03-20,179,51,38,222.196,3,1,31,0,0,0,2
0,0,0,1,2018-03-21,289,36,33,222.196,3,2,30,0,2,1,8
0,0,0,1,2018-03-21,228,14,58,222.196,3,2,22,0,2,1,2
0,0,0,1,2018-03-21,179,51,38,222.196,3,2,31,0,0,0,2
0,0,0,1,2018-03-22,248,25,47,222.196,3,3,32,0,2,1,3
0,0,0,1,2018-03-22,179,51,38,222.196,3,3,31,0,0,0,3
0,0,0,1,2018-03-23,179,26,30,222.196,3,4,19,1,0,0,2
0,0,0,1,2018-03-23,179,51,38,222.196,3,4,31,0,0,0,3
0,0,0,1,2018-03-27,179,51,38,222.196,3,1,31,0,0,0,3
0,0,0,1,2018-03-28,118,15,46,222.196,3,2,25,0,2,0,8
1,0,0,0,2018-03-28,155,12,34,222.196,3,2,25,0,2,0,24
0,0,0,1,2018-03-28,179,51,38,222.196,3,2,31,0,0,0,3
0,0,0,1,2018-03-29,179,51,38,222.196,3,3,31,0,0,0,3
1,0,0,0,2018-03-26,179,26,30,222.196,3,0,19,1,0,0,2
0,0,1,0,2018-03-26,289,36,33,222.196,3,0,30,0,2,1,104
0,0,1,0,2018-03-28,369,17,31,222.196,3,2,25,0,3,0,8
1,0,0,0,2018-04-02,225,26,28,246.28799999999998,4,0,24,0,1,2,8
1,0,0,0,2018-04-02,118,10,37,246.28799999999998,4,0,28,0,0,0,8
0,0,1,0,2018-04-03,361,52,28,246.28799999999998,4,1,27,0,1,4,8
0,0,1,0,2018-04-04,248,25,47,246.28799999999998,4,2,32,0,2,1,8
1,0,0,0,2018-04-05,189,29,33,246.28799999999998,4,3,25,0,2,2,8
0,0,0,1,2018-04-06,179,26,30,246.28799999999998,4,4,19,1,0,0,2
1,0,0,0,2018-04-09,369,17,31,246.28799999999998,4,0,25,0,3,0,24
0,1,0,0,2018-04-10,179,22,40,246.28799999999998,4,1,22,1,2,0,2
0,0,0,1,2018-04-10,118,13,50,246.28799999999998,4,1,31,0,1,0,3
0,0,0,1,2018-04-10,361,52,28,246.28799999999998,4,1,27,0,1,4,2
1,0,0,0,2018-04-11,118,10,37,246.28799999999998,4,2,28,0,0,0,2
0,0,1,0,2018-04-13,235,11,37,246.28799999999998,4,4,29,1,1,1,8
0,0,0,1,2018-04-13,179,26,30,246.28799999999998,4,4,19,1,0,0,2
0,0,1,0,2018-04-16,225,26,28,246.28799999999998,4,0,24,0,1,2,8
0,1,0,0,2018-04-17,235,16,32,246.28799999999998,4,1,25,1,0,0,3
0,0,0,1,2018-04-20,179,26,30,246.28799999999998,4,4,19,1,0,0,2
0,0,0,1,2018-04-24,155,12,34,246.28799999999998,4,1,25,0,2,0,4
0,0,1,0,2018-04-26,225,26,28,246.28799999999998,4,3,24,0,1,2,8
1,0,0,0,2018-04-26,118,13,50,246.28799999999998,4,3,31,0,1,0,2
0,0,0,1,2018-04-27,179,26,30,246.28799999999998,4,4,19,1,0,0,2
0,0,1,0,2018-05-07,235,11,37,237.65599999999998,5,0,29,1,1,1,8
0,0,1,0,2018-05-09,225,15,41,237.65599999999998,5,2,28,1,2,2,3
0,0,0,1,2018-05-09,235,16,32,237.65599999999998,5,2,25,1,0,0,2
1,0,0,0,2018-05-09,118,10,37,237.65599999999998,5,2,28,0,0,0,3
0,0,0,1,2018-05-09,235,20,43,237.65599999999998,5,2,38,0,1,0,8
1,0,0,0,2018-05-10,179,26,30,237.65599999999998,5,3,19,1,0,0,1
0,0,0,1,2018-05-10,291,31,40,237.65599999999998,5,3,25,0,1,1,2
1,0,0,0,2018-05-10,225,15,41,237.65599999999998,5,3,28,1,2,2,8
0,0,1,0,2018-05-11,300,26,43,237.65599999999998,5,4,25,0,2,1,64
0,0,1,0,2018-05-11,225,15,41,237.65599999999998,5,4,28,1,2,2,8
0,0,0,1,2018-05-11,179,26,30,237.65599999999998,5,4,19,1,0,0,2
0,0,0,1,2018-05-14,118,13,50,237.65599999999998,5,0,31,0,1,0,2
1,0,0,0,2018-05-15,118,13,50,237.65599999999998,5,1,31,0,1,0,3
0,0,0,1,2018-05-15,118,10,37,237.65599999999998,5,1,28,0,0,0,1
0,0,0,0,2018-05-15,118,13,50,237.65599999999998,5,1,31,0,1,0,0
0,0,0,1,2018-05-16,179,26,30,237.65599999999998,5,2,19,1,0,0,2
0,0,0,0,2018-05-16,378,49,36,237.65599999999998,5,2,21,0,2,4,0
0,1,0,0,2018-05-18,179,22,40,237.65599999999998,5,4,22,1,2,0,1
1,0,0,0,2018-05-21,155,12,34,237.65599999999998,5,0,25,0,2,0,48
1,0,0,0,2018-05-21,235,16,32,237.65599999999998,5,0,25,1,0,0,8
0,0,1,0,2018-05-23,291,31,40,237.65599999999998,5,2,25,0,1,1,8
1,0,0,0,2018-05-23,179,22,40,237.65599999999998,5,2,22,1,2,0,8
1,0,0,0,2018-05-23,225,26,28,237.65599999999998,5,2,24,0,1,2,3
1,0,0,0,2018-05-24,330,16,28,237.65599999999998,5,3,25,1,0,0,8
0,0,0,1,2018-05-24,235,16,32,237.65599999999998,5,3,25,1,0,0,2
0,0,0,1,2018-05-31,291,31,40,237.65599999999998,5,3,25,0,1,1,2
